8.135709639 253
8.135709639	2.082740586
16.27141928	7.325068785
24.40712892	13.46781861
32.54283856	7.083677153
40.67854819	8.149802719
48.81425783	13.62176079
56.94996747	6.817549021
65.08567711	7.176391516
73.22138675	28.16223036
81.35709639	20.15270404
89.49280603	41.29666164
97.62851567	16.23092128
105.7642253	35.41395658
113.8999349	61.96867886
122.0356446	50.2192882
130.1713542	67.39467167
138.3070639	109.2977041
146.4427735	75.82921843
154.5784831	43.10862159
162.7141928	67.26513028
170.8499024	42.85579698
178.9856121	33.54446146
187.1213217	27.39438574
195.2570313	67.80802457
203.392741	35.93106669
211.5284506	31.85676529
219.6641603	43.64168679
227.7998699	32.51237065
235.9355795	37.81076328
244.0712892	52.14823678
252.2069988	29.92241071
260.3427084	80.23689107
268.4784181	82.10911979
276.6141277	263.0582778
284.7498374	224.9371939
292.885547	144.2444204
301.0212566	191.6016267
309.1569663	98.51523627
317.2926759	76.6546499
325.4283856	50.35785345
333.5640952	53.90645393
341.6998048	60.72726245
349.8355145	28.31590066
357.9712241	50.56825893
366.1069338	50.34979831
374.2426434	48.09938965
382.378353	56.76336806
390.5140627	34.58082206
398.6497723	48.27274741
406.7854819	28.794778
414.9211916	34.63405051
423.0569012	50.07930497
431.1926109	20.87661463
439.3283205	44.59424591
447.4640301	26.78284549
455.5997398	28.47297454
463.7354494	29.83883322
471.8711591	64.29530795
480.0068687	50.79851392
488.1425783	18.29210392
496.278288	30.4671411
504.4139976	46.88873449
512.5497073	47.96307713
520.6854169	55.10114086
528.8211265	59.40803929
536.9568362	84.9289048
545.0925458	94.53919696
553.2282555	75.91383088
561.3639651	157.5662087
569.4996747	151.0108458
577.6353844	87.57060468
585.771094	95.82268233
593.9068036	88.0777504
602.0425133	109.28831
610.1782229	201.0482118
618.3139326	118.0753642
626.4496422	289.5035533
634.5853518	145.9107611
642.7210615	99.6568799
650.8567711	183.0003202
658.9924808	120.9443728
667.1281904	84.48070643
675.2639	52.83086299
683.3996097	77.98466415
691.5353193	35.33586698
699.671029	102.8460615
707.8067386	98.36181213
715.9424482	52.04938053
724.0781579	117.2530713
732.2138675	69.12158912
740.3495771	28.59317268
748.4852868	95.54924485
756.6209964	195.6847018
764.7567061	173.1362818
772.8924157	217.3587898
781.0281253	101.1591122
789.163835	78.51547519
797.2995446	37.46725413
805.4352543	69.261574
813.5709639	8.214359035
821.7066735	84.59915767
829.8423832	24.14608259
837.9780928	77.4378753
846.1138025	42.27445859
854.2495121	127.3392768
862.3852217	107.4051243
870.5209314	321.5243808
878.656641	310.5277435
886.7923506	233.6278853
894.9280603	108.5966555
903.0637699	264.2656636
911.1994796	193.9402361
919.3351892	166.4232264
927.4708988	512.2726918
935.6066085	531.8203887
943.7423181	419.9159678
951.8780278	144.5913031
960.0137374	271.6222918
968.149447	291.1144469
976.2851567	296.9274194
984.4208663	308.7202606
992.556576	210.1741703
1000.692286	194.0206782
1008.827995	46.66476733
1016.963705	169.9316637
1025.099415	107.1260188
1033.235124	143.6725394
1041.370834	43.8897498
1049.506543	163.5053259
1057.642253	54.12711376
1065.777963	150.6046703
1073.913672	120.1313372
1082.049382	285.5361409
1090.185092	244.8211042
1098.320801	134.1746943
1106.456511	72.84681807
1114.592221	93.52307142
1122.72793	141.3754404
1130.86364	68.73731794
1138.999349	57.00023707
1147.135059	47.91779576
1155.270769	63.72968057
1163.406478	75.44046316
1171.542188	98.80290127
1179.677898	208.538665
1187.813607	112.0140889
1195.949317	187.1813924
1204.085027	103.6957741
1212.220736	85.64484108
1220.356446	109.8888518
1228.492155	96.25986436
1236.627865	88.85191207
1244.763575	107.2523005
1252.899284	116.9171638
1261.034994	157.1366397
1269.170704	153.6724902
1277.306413	133.0727608
1285.442123	124.7487866
1293.577833	102.3451626
1301.713542	21.80797907
1309.849252	82.93841385
1317.984962	111.3257653
1326.120671	79.410721
1334.256381	41.4793489
1342.39209	74.04302178
1350.5278	50.05714117
1358.66351	57.61403522
1366.799219	78.61746616
1374.934929	121.5538841
1383.070639	2.247035568
1391.206348	272.0098765
1399.342058	270.9696635
1407.477768	525.1850473
1415.613477	533.3851442
1423.749187	809.3303468
1431.884896	530.9110032
1440.020606	343.932402
1448.156316	398.4343757
1456.292025	336.8424444
1464.427735	267.8885412
1472.563445	233.2175774
1480.699154	476.593267
1488.834864	577.6261176
1496.970574	303.1173131
1505.106283	516.965114
1513.241993	261.232356
1521.377702	473.446809
1529.513412	527.7352095
1537.649122	524.5591234
1545.784831	457.5892012
1553.920541	875.1504584
1562.056251	1913.116713
