   -0.0554    0.8188    0.5714
   -0.2824   -0.7705    0.5714
   -0.1161   -0.8124    0.5714
    0.0554   -0.8188    0.5714
    0.2824    0.7705    0.5714
    0.1161    0.8124    0.5714
   -0.0261    0.8203    0.5714
   -0.1961    0.7969    0.5714
   -0.3575    0.7387    0.5714
   -0.4610   -0.6790    0.5714
   -0.3097   -0.7600    0.5714
   -0.1450   -0.8078    0.5714
    0.0261   -0.8203    0.5714
    0.1961   -0.7969    0.5714
    0.3575   -0.7387    0.5714
    0.4610    0.6790    0.5714
    0.3097    0.7600    0.5714
    0.1450    0.8078    0.5714
    0.0032    0.8207    0.5714
   -0.1675    0.8034    0.5714
   -0.3309    0.7510    0.5714
   -0.4798    0.6658    0.5714
   -0.6120   -0.5468    0.5714
   -0.4850   -0.6621    0.5714
   -0.3367   -0.7484    0.5714
   -0.1738   -0.8021    0.5714
   -0.0032   -0.8207    0.5714
    0.1675   -0.8034    0.5714
    0.3309   -0.7510    0.5714
    0.4798   -0.6658    0.5714
    0.6120    0.5468    0.5714
    0.4850    0.6621    0.5714
    0.3367    0.7484    0.5714
    0.1738    0.8021    0.5714
    0.0325    0.8200    0.5714
   -0.1387    0.8089    0.5714
   -0.3038    0.7624    0.5714
   -0.4557    0.6825    0.5714
   -0.5876    0.5729    0.5714
   -0.6939    0.4382    0.5714
   -0.7899   -0.2225    0.5714
   -0.7264   -0.3818    0.5714
   -0.6312   -0.5245    0.5714
   -0.5083   -0.6443    0.5714
   -0.3633   -0.7359    0.5714
   -0.2023   -0.7953    0.5714
   -0.0325   -0.8200    0.5714
    0.1387   -0.8089    0.5714
    0.3038   -0.7624    0.5714
    0.4557   -0.6825    0.5714
    0.5876   -0.5729    0.5714
    0.6939   -0.4382    0.5714
    0.7899    0.2225    0.5714
    0.7264    0.3818    0.5714
    0.6312    0.5245    0.5714
    0.5083    0.6443    0.5714
    0.3633    0.7359    0.5714
    0.2023    0.7953    0.5714
    0.0617    0.8184    0.5714
   -0.1098    0.8133    0.5714
   -0.2764    0.7727    0.5714
   -0.4311    0.6983    0.5714
   -0.5668    0.5935    0.5714
   -0.6778    0.4626    0.5714
   -0.7592    0.3116    0.5714
   -0.8074    0.1469    0.5714
   -0.8203   -0.0241    0.5714
   -0.7974   -0.1942    0.5714
   -0.7396   -0.3557    0.5714
   -0.6495   -0.5017    0.5714
   -0.5310   -0.6258    0.5714
   -0.3893   -0.7225    0.5714
   -0.2305   -0.7876    0.5714
   -0.0617   -0.8184    0.5714
    0.1098   -0.8133    0.5714
    0.2764   -0.7727    0.5714
    0.4311   -0.6983    0.5714
    0.5668   -0.5935    0.5714
    0.6778   -0.4626    0.5714
    0.7592   -0.3116    0.5714
    0.8074   -0.1469    0.5714
    0.8203    0.0241    0.5714
    0.7974    0.1942    0.5714
    0.7396    0.3557    0.5714
    0.6495    0.5017    0.5714
    0.5310    0.6258    0.5714
    0.3893    0.7225    0.5714
    0.2305    0.7876    0.5714
   -0.0808    0.8167    0.5714
   -0.2489    0.7820    0.5714
   -0.4060    0.7132    0.5714
   -0.5454    0.6132    0.5714
   -0.6610    0.4864    0.5714
   -0.7477    0.3383    0.5714
   -0.8017    0.1755    0.5714
   -0.8207    0.0050    0.5714
   -0.8038   -0.1658    0.5714
   -0.7517   -0.3293    0.5714
   -0.6669   -0.4784    0.5714
   -0.5528   -0.6065    0.5714
   -0.4146   -0.7082    0.5714
   -0.2583   -0.7790    0.5714
   -0.0907   -0.8156    0.5714
    0.0808   -0.8167    0.5714
    0.2489   -0.7820    0.5714
    0.4060   -0.7132    0.5714
    0.5454   -0.6132    0.5714
    0.6610   -0.4864    0.5714
    0.7477   -0.3383    0.5714
    0.8017   -0.1755    0.5714
    0.8207   -0.0050    0.5714
    0.8038    0.1658    0.5714
    0.7517    0.3293    0.5714
    0.6669    0.4784    0.5714
    0.5528    0.6065    0.5714
    0.4146    0.7082    0.5714
    0.2583    0.7790    0.5714
    0.0907    0.8156    0.5714
   -0.0518    0.8190    0.5714
   -0.2209    0.7904    0.5714
   -0.3804    0.7272    0.5714
   -0.5233    0.6322    0.5714
   -0.6433    0.5096    0.5714
   -0.7352    0.3647    0.5714
   -0.7950    0.2039    0.5714
   -0.8200    0.0341    0.5714
   -0.8091   -0.1371    0.5714
   -0.7630   -0.3023    0.5714
   -0.6834   -0.4544    0.5714
   -0.5740   -0.5865    0.5714
   -0.4395   -0.6931    0.5714
   -0.2858   -0.7693    0.5714
   -0.1196   -0.8119    0.5714
    0.0518   -0.8190    0.5714
    0.2209   -0.7904    0.5714
    0.3804   -0.7272    0.5714
